numero,categoria_profissional,localizacao_geografica,empregador_trabalhadores,abrangencia,alvo_esfera,inicio,dias,carater1,carater2,carater3
33875,"Auxiliares de Administração Escolar Rede Municipal, Professores Rede Municipal",São José da Tapera/AL,,categoria,poder executivo/municipal,10/18/2016,1,-,defensiva,-
33910,Professores Rede Municipal,Esmeraldas/MG,,categoria,poder executivo/municipal,10/19/2016,9,-,defensiva,-
33923,"Auxiliares de Administração Escolar Rede Estadual, Professores Rede Estadual",PR,,categoria,poder executivo/estadual,10/17/2016,15,-,defensiva,-
33947,Professores Rede Municipal,Nossa Senhora da Glória/SE,,categoria,poder executivo/municipal,11/3/2016,1,propositiva,defensiva,protesto
33948,"Auxiliares de Administração Escolar Rede Municipal, Professores Rede Municipal",Aveiro/PA,,categoria,poder executivo/municipal,10/17/2016,17,propositiva,-,-
33972,"Auxiliares de Administração Escolar Rede Municipal, Professores Rede Municipal",Dourados/MS,,categoria,poder executivo/municipal,6/23/2016,79,propositiva,defensiva,-
33979,"Auxiliares de Administração Escolar Rede Municipal, Professores Rede Municipal",Crato/CE,,categoria,poder executivo/municipal,9/23/2016,64,-,defensiva,-
33987,Professores Rede Municipal,Jaraguá/GO,,categoria,poder executivo/municipal,11/17/2016,12,propositiva,defensiva,-
33990,Professores Rede Municipal,Canindé/CE,,categoria,poder executivo/municipal,11/30/2016,9,propositiva,-,-
34008,Professores Rede Municipal,Brasil Novo/PA,,categoria,poder executivo/municipal,11/22/2016,1,-,defensiva,-
34043,Professores Rede Municipal,Paragominas/PA,,categoria,poder executivo/municipal,5/14/2014,7,-,defensiva,-
34044,Professores Rede Municipal,Paragominas/PA,,categoria,poder executivo/municipal,12/19/2016,2,-,-,protesto
34072,"Auxiliares de Administração Escolar Rede Municipal, Professores Rede Municipal",Ladário/MS,,categoria,poder executivo/municipal,11/28/2016,5,propositiva,defensiva,-
34074,Professores Rede Municipal,São João da Barra/RJ,,categoria,poder executivo/municipal,12/1/2016,1,-,defensiva,-
34089,Professores Rede Municipal,Ribeirão das Neves/MG,,categoria,poder executivo/municipal,6/18/2015,9,propositiva,defensiva,protesto
34101,Professores Rede Municipal,Floriano/PI,,categoria,poder executivo/municipal,10/26/2016,11,propositiva,defensiva,-
34106,Professores Rede Municipal,Queimada Nova/PI,,categoria,poder executivo/municipal,6/13/2016,1,-,defensiva,-
34111,Professores Rede Municipal,Araguatins/TO,,categoria,poder executivo/municipal,6/16/2016,1,propositiva,defensiva,-
34115,Professores Rede Municipal,Barreiros/PE,,categoria,poder executivo/municipal,10/17/2016,1,-,defensiva,-
34153,"Auxiliares de Administração Escolar Rede Estadual, Professores Rede Estadual",AL,,categoria,poder executivo/estadual,5/18/2016,2,propositiva,defensiva,protesto
34167,Professores Rede Municipal,Ubaitaba/BA,,categoria,poder executivo/municipal,6/1/2016,1,-,defensiva,-
34170,Professores Rede Municipal,Ivaté/PR,,categoria,poder executivo/municipal,6/29/2016,1,-,defensiva,-
34192,"Auxiliares de Administração Escolar Rede Estadual, Professores Rede Estadual",AL,,categoria,poder executivo/estadual,7/28/2016,7,propositiva,defensiva,protesto
34221,"Auxiliares de Administração Escolar Rede Municipal, Professores Rede Municipal",Petrópolis/RJ,,categoria,poder executivo/municipal,12/6/2016,1,-,defensiva,-
34228,Rede Pública Estadual de ENSINO,Maceió/AL,"Hospital Escola Hélvio Auto - Universidade de Ciências da Saúde de Alagoas, Maternidade Escola Santa Monica",categoria,poder executivo/estadual,11/30/2016,6,-,defensiva,protesto
34234,Professores Rede Municipal,Carpina/PE,,categoria,poder executivo/municipal,10/18/2016,1,-,defensiva,-
34240,Professores Rede Municipal,Uauá/BA,,categoria,poder executivo/municipal,5/6/2014,25,-,defensiva,-
34241,Professores Rede Municipal,Uauá/BA,,categoria,poder executivo/municipal,7/11/2015,18,-,defensiva,-
34242,Professores Rede Municipal,Uauá/BA,,categoria,poder executivo/municipal,12/8/2016,1,-,defensiva,-
34245,Professores Rede Municipal,Santa Cruz do Capibaribe/PE,,categoria,poder executivo/municipal,12/1/2016,2,propositiva,-,protesto
34374,Professores Rede Municipal Ensino Superior,Salgueiro/PE,Faculdade de Ciências Humanas do Sertão Central,categoria,poder executivo/municipal,11/7/2016,2,-,defensiva,-
34425,Professores Rede Municipal,Santo Antônio do Descoberto/GO,,categoria,poder executivo/municipal,10/31/2016,94,-,defensiva,-
34495,Professores Rede Estadual,DF,,categoria,poder executivo/estadual,2/13/2017,1,propositiva,defensiva,protesto
34511,"Auxiliares de Administração Escolar Rede Municipal, Professores Rede Municipal",Nova Iguaçu/RJ,,categoria,poder executivo/municipal,2/2/2017,7,-,defensiva,-
34512,Professores Rede Municipal,Teresópolis/RJ,,categoria,poder executivo/municipal,2/1/2017,9,-,defensiva,-
34513,"Auxiliares de Administração Escolar Rede Municipal, Professores Rede Municipal",São Gonçalo/RJ,,categoria,poder executivo/municipal,2/1/2017,6,-,defensiva,-
34514,Professores Rede Municipal,Duque de Caxias/RJ,,categoria,poder executivo/municipal,2/13/2017,4,-,defensiva,-
34515,"Auxiliares de Administração Escolar Rede Municipal, Professores Rede Municipal",Mesquita/RJ,,categoria,poder executivo/municipal,2/6/2017,5,-,defensiva,-
34516,"Auxiliares de Administração Escolar Rede Municipal, Professores Rede Municipal",Belford Roxo/RJ,,categoria,poder executivo/municipal,2/10/2017,6,-,defensiva,-
34517,"Auxiliares de Administração Escolar Rede Estadual, Professores Rede Estadual",RJ,,categoria,poder executivo/estadual,2/9/2017,1,-,-,protesto
34528,Professores Rede Estadual,SP,,categoria,poder executivo/estadual,4/29/2016,1,propositiva,defensiva,protesto
34538,"Auxiliares de Administração Escolar Rede Municipal, Professores Rede Municipal",Itaguaí/RJ,,categoria,poder executivo/municipal,2/13/2017,3,-,defensiva,-
34544,Professores Rede Estadual,PI,,categoria,poder executivo/estadual,2/13/2017,8,-,defensiva,-
34561,Professores Rede Estadual Ensino Superior,Montes Claros/MG,Universidade Estadual de Montes Claros,categoria,poder executivo/estadual,5/2/2016,127,propositiva,-,-
34562,Auxiliares de Administração Escolar Rede Estadual Ensino Superior,Montes Claros/MG,Universidade Estadual de Montes Claros,categoria,poder executivo/estadual,5/2/2016,1,propositiva,defensiva,-
34563,Professores Rede Estadual,MG,,categoria,poder executivo/estadual,9/9/2016,2,-,defensiva,-
34569,"Auxiliares de Administração Escolar Rede Municipal, Professores Rede Municipal",Barreiros/PE,,categoria,poder executivo/municipal,9/12/2016,1,-,defensiva,-
34578,Professores Rede Estadual,RS,,categoria,poder executivo/estadual,12/13/2016,11,-,defensiva,protesto
34624,Professores Rede Municipal ,Barra Mansa/RJ,,categoria,poder executivo/municipal,6/5/2016,1,propositiva,defensiva,-
34625,Auxiliares de Administração Escolar Rede Municipal,Santos/SP,,categoria,poder executivo/municipal,6/6/2016,1,propositiva,defensiva,-
34627,Professores Rede Municipal,Várzea Grande/MT,,categoria,poder executivo/municipal,6/6/2016,10,propositiva,defensiva,-
34633,Professores Rede Municipal,Crateús/CE,,categoria,poder executivo/municipal,7/27/2016,44,propositiva,-,-
34634,Professores Rede Estadual,PB,,categoria,poder executivo/estadual,8/23/2016,1,propositiva,defensiva,-
34636,"Auxiliares de Administração Escolar Rede Estadual Ensino Superior, Professores Rede Estadual Ensino Superior",AL,UNEAL - UNIVERSIDADE ESTADUAL DE ALAGOAS,categoria,poder executivo/estadual,8/22/2016,5,propositiva,-,-
34646,Professores Rede Municipal,São Miguel das Matas/BA,,categoria,poder executivo/municipal,8/29/2016,1,propositiva,-,-
34652,Professores Rede Estadual,"Ribeirão Preto/SP, Serrana/SP",Empregador não identificado,categoria,poder executivo/estadual,3/30/2016,1,propositiva,-,-
34653,Professores Rede Estadual,AM,,categoria,poder executivo/estadual,3/29/2016,1,propositiva,defensiva,-
34654,Auxiliares de Administração Escolar Rede Municipal,Campo Grande/MS,,categoria,poder executivo/municipal,3/28/2016,52,propositiva,-,-
34659,Auxiliares de Administração Escolar Rede Federal Ensino Superior,Curitiba/PR,UFPR - UNIVERSIDADE FEDERAL DO PARANÁ,categoria,poder executivo/federal,3/31/2016,1,propositiva,defensiva,-
34662,Professores Rede Municipal,Ribeirão Preto/SP,Empregador não identificado,categoria,poder executivo/municipal,4/13/2016,2,-,defensiva,-
34663,"Auxiliares de Administração Escolar Rede Municipal, Professores Rede Municipal",Nova Iguaçu/RJ,,categoria,poder executivo/municipal,3/21/2016,17,propositiva,defensiva,-
34669,"Auxiliares de Administração Escolar Rede Municipal, Professores Rede Municipal",Avaré/SP,Empregador não identificado,categoria,poder executivo/municipal,9/19/2016,1,-,defensiva,-
34670,Professores Rede Estadual,RS,Empregador não identificado,categoria,poder executivo/estadual,5/2/2016,1,-,defensiva,-
34671,"Professores Rede Estadual, Professores Rede Municipal",MA,,categoria,"poder executivo/estadual, poder executivo/municipal",4/28/2016,1,-,defensiva,-
34673,Professores Rede Estadual,MA,,categoria,poder executivo/estadual,8/12/2016,1,propositiva,defensiva,-
34746,Professores Rede Estadual,TO,,categoria,poder executivo/estadual,8/9/2016,94,-,defensiva,-
34768,Professores Rede Municipal,Teresina/PI,,categoria,poder executivo/municipal,9/15/2016,1,-,-,protesto
34773,Professores Rede Municipal,Uberlândia/MG,Empregador não identificado,categoria,poder executivo/municipal,9/16/2016,1,-,defensiva,-
34776,Auxiliares de Administração Escolar Rede Municipal,Caratinga/MG,,categoria,poder executivo/municipal,9/22/2016,1,propositiva,-,-
34810,Professores Rede Estadual Ensino Superior,PA,UEPA - UNIVERSIDADE ESTADUAL DO PARÁ,categoria,poder executivo/estadual,5/24/2016,36,propositiva,-,protesto
34824,Professores Rede Municipal,Duque de Caxias/RJ,,categoria,poder executivo/municipal,11/4/2016,16,-,defensiva,-
34836,Professores Rede Municipal,Macau/RN,,categoria,poder executivo/municipal,11/8/2016,1,-,defensiva,-
34848,"Auxiliares de Administração Escolar Rede Estadual, Professores Rede Estadual","Uberaba/MG, Uberlândia/MG",,categoria,poder executivo/estadual,11/10/2016,1,-,defensiva,protesto
34849,Professores Rede Municipal,Uberaba/MG,,categoria,poder executivo/municipal,11/11/2016,1,-,-,protesto
34853,Professores Rede Estadual,MG,,categoria,poder executivo/estadual,7/6/2016,1,-,defensiva,-
34854,Professores Rede Estadual Ensino Superior,MG,Universidade MG - UEMG,categoria,poder executivo/estadual,5/2/2016,107,propositiva,-,-
34855,"Auxiliares de Administração Escolar Rede Federal, Professores Rede Federal",AL,Instituto Federal de Alagoas - IFAL,categoria,poder executivo/federal,7/4/2016,1,-,-,-
34857,"Auxiliares de Administração Escolar Rede Estadual Ensino Superior, Professores Rede Estadual Ensino Superior",PR,UEM - UNIVERSIDADE ESTADUAL DE MARINGÁ,categoria,poder executivo/estadual,7/29/2016,1,-,defensiva,-
34858,Professores Rede Estadual Ensino Superior,PR,,categoria,poder executivo/estadual,10/10/2016,26,-,-,-
34864,"Auxiliares de Administração Escolar Rede Estadual Ensino Superior, Professores Rede Estadual Ensino Superior",BA,,categoria,poder executivo/estadual,7/20/2016,1,propositiva,-,-
34865,Auxiliares de Administração Escolar Rede Estadual Ensino Superior,BA,,categoria,poder executivo/estadual,9/19/2016,1,propositiva,-,protesto
34866,Auxiliares de Administração Escolar Rede Federal Ensino Superior,RS,UFRGS - UNIVERSIDADE FEDERAL DO RIO GRANDE DO SUL,categoria,poder executivo/federal,7/19/2016,1,-,-,-
34877,"Auxiliares de Administração Escolar Rede Estadual Ensino Superior, Professores Rede Estadual Ensino Superior",PB,UEPB - UNIVERSIDADE ESTADUAL DA PARAÍBA,categoria,poder executivo/estadual,7/15/2016,1,-,-,protesto
34878,Professores Rede Estadual Ensino Superior,PB,UEPB - UNIVERSIDADE ESTADUAL DA PARAÍBA,categoria,poder executivo/estadual,6/19/2015,154,propositiva,defensiva,protesto
34879,Auxiliares de Administração Escolar Rede Estadual Ensino Superior,PB,UEPB - UNIVERSIDADE ESTADUAL DA PARAÍBA,categoria,poder executivo/estadual,3/12/2015,231,propositiva,defensiva,-
34915,Professores Rede Estadual Ensino Superior,CE,UECE - UNIVERSIDADE ESTADUAL DO CEARÁ,categoria,poder executivo/estadual,5/3/2016,172,propositiva,defensiva,protesto
34916,Professores Rede Estadual Ensino Superior,CE,"URCA - UNIVERSIDADE REGIONAL DO CARIRI, UVA - UNIVERSIDADE ESTADUAL VALE DO ACARAÚ, UECE - UNIVERSIDADE ESTADUAL DO CEARÁ",categoria,poder executivo/estadual,9/17/2014,121,propositiva,defensiva,-
34923,Professores Rede Municipal,Uberlândia/MG,,categoria,poder executivo/municipal,8/11/2016,2,-,defensiva,-
34924,Professores Rede Municipal,Areia Branca/RN,,categoria,poder executivo/municipal,3/7/2017,4,propositiva,defensiva,-
34955,Professores Rede Municipal,São Paulo/SP,,categoria,poder executivo/municipal,3/8/2017,18,propositiva,defensiva,protesto
34958,Professores Rede Estadual,SP,,categoria,poder executivo/estadual,3/8/2017,1,propositiva,defensiva,protesto
34983,"Auxiliares de Administração Escolar Rede Estadual, Professores Rede Estadual",RJ,,categoria,poder executivo/estadual,3/2/2016,147,propositiva,defensiva,-
34984,"Auxiliares de Administração Escolar Rede Estadual, Professores Rede Estadual",RJ,,categoria,poder executivo/estadual,10/5/2016,1,-,defensiva,-
34986,Professores Rede Estadual,RS,,categoria,poder executivo/estadual,10/31/2016,1,-,defensiva,-
34999,"Auxiliares de Administração Escolar Rede Municipal, Professores Rede Municipal",São João dos Patos/MA,,categoria,poder executivo/municipal,3/2/2017,2,-,defensiva,-
35012,"Auxiliares de Administração Escolar Rede Municipal, Professores Rede Municipal",Mesquita/RJ,,categoria,poder executivo/municipal,10/19/2016,2,-,defensiva,-
35013,"Auxiliares de Administração Escolar Rede Municipal, Professores Rede Municipal",Belterra/PA,,categoria,poder executivo/municipal,3/6/2017,9,-,defensiva,protesto
35025,Professores Rede Municipal,Porto Seguro/BA,,categoria,poder executivo/municipal,3/7/2017,27,-,defensiva,-
35026,"Auxiliares de Administração Escolar Rede Municipal, Professores Rede Municipal",Campo Formoso/BA,,categoria,poder executivo/municipal,2/20/2017,37,-,defensiva,-
35037,Professores Rede Municipal,Curitiba/PR,,categoria,poder executivo/municipal,3/16/2017,5,-,defensiva,-
35038,"Professores Rede Estadual, Professores Rede Municipal",NACIONAL,,categoria,"poder executivo/estadual, poder executivo/municipal",3/15/2017,11,-,defensiva,protesto
35039,Professores Rede Estadual,RS,,categoria,poder executivo/estadual,3/15/2017,17,propositiva,defensiva,protesto
35061,"Auxiliares de Administração Escolar Rede Municipal, Professores Rede Municipal",Buritis/MG,,categoria,poder executivo/municipal,3/23/2017,1,-,defensiva,-
35062,Professores Rede Municipal,Recife/PE,,categoria,poder executivo/municipal,3/15/2017,8,-,defensiva,protesto
35069,Auxiliares de Administração Escolar Rede Estadual Ensino Superior,BA,,categoria,poder executivo/estadual,3/20/2017,5,propositiva,defensiva,protesto
35075,Professores Rede Municipal,Uberaba/MG,,categoria,poder executivo/municipal,3/27/2017,12,propositiva,-,-
35077,"Auxiliares de Administração Escolar Rede Municipal, Professores Rede Municipal",Santana do Paraíso/MG,,categoria,poder executivo/municipal,3/27/2017,12,propositiva,-,protesto
35079,"Auxiliares de Administração Escolar Rede Estadual, Professores Rede Estadual",RO,,categoria,poder executivo/estadual,3/15/2017,16,-,defensiva,protesto
35081,Professores Rede Estadual,PE,,categoria,poder executivo/estadual,3/15/2017,6,-,defensiva,protesto
35082,Professores Rede Municipal,Maricá/RJ,,categoria,poder executivo/municipal,3/22/2017,1,-,defensiva,-
35084,"Auxiliares de Administração Escolar Rede Estadual, Professores Rede Estadual",PR,,categoria,poder executivo/estadual,3/15/2017,4,-,defensiva,protesto
35085,"Auxiliares de Administração Escolar Rede Estadual, Auxiliares de Administração Escolar Rede Municipal, Professores Rede Estadual, Professores Rede Municipal",AL,,categoria,"poder executivo/estadual, poder executivo/municipal",3/15/2017,15,propositiva,defensiva,protesto
35086,"Professores Rede Estadual, Professores Rede Municipal",RN,,categoria,"poder executivo/estadual, poder executivo/municipal",3/15/2017,20,-,defensiva,protesto
35087,"Professores Rede Estadual, Professores Rede Municipal",SE,,categoria,"poder executivo/estadual, poder executivo/municipal",3/15/2017,13,-,defensiva,protesto
